,Unnamed: 0_x,id,nx,pol,normalized,tint,wint,syserr,l1_lambda,l1_noise,tv_lambda,tsv_lambda,gs_lambda,rt_lambda,ri_lambda,wamp,shift_type,extflux,init_im,init_size,prior_im,prior_size,snrcutoff,lmtcal,lmtfwhm,deblurr,ref_type,ref_scale,psd_noise,psd_a,psd_u0,psd_b,psd_c,brchi2_0.050_60_hops_3599_lo+hi,crchi2_0.050_60_hops_3599_lo+hi,brchi2_0.070_60_hops_3599_lo+hi,crchi2_0.070_60_hops_3599_lo+hi,brchi2_0.100_60_hops_3599_lo+hi,crchi2_0.100_60_hops_3599_lo+hi,brchi2_0.050_60_casa_3599_lo+hi,crchi2_0.050_60_casa_3599_lo+hi,brchi2_0.070_60_casa_3599_lo+hi,crchi2_0.070_60_casa_3599_lo+hi,brchi2_0.100_60_casa_3599_lo+hi,crchi2_0.100_60_casa_3599_lo+hi,brchi2_0.050_60_grmhd_3599_lo+hi,crchi2_0.050_60_grmhd_3599_lo+hi,brchi2_0.070_60_grmhd_3599_lo+hi,crchi2_0.070_60_grmhd_3599_lo+hi,brchi2_0.100_60_grmhd_3599_lo+hi,crchi2_0.100_60_grmhd_3599_lo+hi,2dnxcorr_grmhd_3599_lo+hi,2dnxcinf_grmhd_3599_lo+hi,brchi2_0.050_60_crescent_3599_lo+hi,crchi2_0.050_60_crescent_3599_lo+hi,brchi2_0.070_60_crescent_3599_lo+hi,crchi2_0.070_60_crescent_3599_lo+hi,brchi2_0.100_60_crescent_3599_lo+hi,crchi2_0.100_60_crescent_3599_lo+hi,2dnxcorr_crescent_3599_lo+hi,2dnxcinf_crescent_3599_lo+hi,brchi2_0.050_60_elliptical_disk_3599_lo+hi,crchi2_0.050_60_elliptical_disk_3599_lo+hi,brchi2_0.070_60_elliptical_disk_3599_lo+hi,crchi2_0.070_60_elliptical_disk_3599_lo+hi,brchi2_0.100_60_elliptical_disk_3599_lo+hi,crchi2_0.100_60_elliptical_disk_3599_lo+hi,2dnxcorr_elliptical_disk_3599_lo+hi,2dnxcinf_elliptical_disk_3599_lo+hi,brchi2_0.050_60_ring_3599_lo+hi,crchi2_0.050_60_ring_3599_lo+hi,brchi2_0.070_60_ring_3599_lo+hi,crchi2_0.070_60_ring_3599_lo+hi,brchi2_0.100_60_ring_3599_lo+hi,crchi2_0.100_60_ring_3599_lo+hi,2dnxcorr_ring_3599_lo+hi,2dnxcinf_ring_3599_lo+hi,brchi2_0.050_60_simple_disk_3599_lo+hi,crchi2_0.050_60_simple_disk_3599_lo+hi,brchi2_0.070_60_simple_disk_3599_lo+hi,crchi2_0.070_60_simple_disk_3599_lo+hi,brchi2_0.100_60_simple_disk_3599_lo+hi,crchi2_0.100_60_simple_disk_3599_lo+hi,2dnxcorr_simple_disk_3599_lo+hi,2dnxcinf_simple_disk_3599_lo+hi,brchi2_0.050_60_double_source_3599_lo+hi,crchi2_0.050_60_double_source_3599_lo+hi,brchi2_0.070_60_double_source_3599_lo+hi,crchi2_0.070_60_double_source_3599_lo+hi,brchi2_0.100_60_double_source_3599_lo+hi,crchi2_0.100_60_double_source_3599_lo+hi,2dnxcorr_double_source_3599_lo+hi,2dnxcinf_double_source_3599_lo+hi,brchi2_0.050_60_point_3599_lo+hi,crchi2_0.050_60_point_3599_lo+hi,brchi2_0.070_60_point_3599_lo+hi,crchi2_0.070_60_point_3599_lo+hi,brchi2_0.100_60_point_3599_lo+hi,crchi2_0.100_60_point_3599_lo+hi,2dnxcorr_point_3599_lo+hi,2dnxcinf_point_3599_lo+hi,brchi2_0.050_60_ring+hs_period30_3599_lo+hi,crchi2_0.050_60_ring+hs_period30_3599_lo+hi,brchi2_0.070_60_ring+hs_period30_3599_lo+hi,crchi2_0.070_60_ring+hs_period30_3599_lo+hi,brchi2_0.100_60_ring+hs_period30_3599_lo+hi,crchi2_0.100_60_ring+hs_period30_3599_lo+hi,2dnxcorr_ring+hs_period30_3599_lo+hi,2dnxcinf_ring+hs_period30_3599_lo+hi,Unnamed: 0_y,brchi2_sub_casa_3599_lo+hi,crchi2_sub_casa_3599_lo+hi,brchi2_sub_hops_3599_lo+hi,crchi2_sub_hops_3599_lo+hi
0,44,44,75,PI,True,120,-1,0.0,0.1,0.1,100.0,100.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,1.0,True,0.025,1.0,3.0,2.0,1.874548545881373,1.867623641834793,1.7084101953873865,1.6381921630673746,1.5088705721506042,1.3325722726822602,1.863573511696992,1.7047060636312932,1.6934829056717176,1.48649082447705,1.4893784765511815,1.2031832024259503,4.598791712790096,1.9641168535311808,3.992603107731101,1.735867083544285,3.3219998893796574,1.4384160998494522,0.7472567918063487,0.7916724088833563,4.7475056586066495,3.359719950038253,4.15805314018963,2.7559999680337945,3.4285593330503183,2.103734608707431,0.9674084020283013,0.970288062332536,3.9323576556258266,1.2831827839838508,3.3084831213023,1.182250094878928,2.635111662081921,1.0263333517199305,0.9527964695487392,0.9579294996642964,4.1990597185850005,2.563806251907373,3.7443278291186,2.1551551538435625,3.156420362169853,1.7180801554323528,0.9626027430482956,0.9663007521375068,2.5622754059122155,1.3739232830987975,2.2847282267085154,1.2462395761410827,1.997199236308075,1.0638794384656034,0.965629600358716,0.9697491243905136,2.89136618858228,2.273989619175302,2.632846396262865,2.040694035345943,2.330539049405456,1.7305385138414748,0.9390016978485576,0.9446371356181016,2.279978686634226,2.0044174067239666,2.075426270930697,1.743807410973796,1.8468871088765195,1.427404517304761,0.9252174932161428,0.9391926910649137,3.3812037611863976,2.449992117440279,3.074426050158197,2.1576804826176925,2.690511158457579,1.7957462612468025,0.9616606575513198,0.9665708863290952,2455,0.314563312832513,0.3068295718307542,0.3981294170709334,0.246722315074309
1,61,61,75,PI,True,120,-1,0.0,0.1,0.1,100.0,100.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,2.0,True,0.02,1.0,3.0,2.0,1.8119038532016447,1.8850938172997431,1.646591620498348,1.6582310324663874,1.4479660534141308,1.3535916024593688,1.8812119689507727,1.7386887258719843,1.7074529225952502,1.5110642726333476,1.4996394479142978,1.2174419378997734,4.47161614922713,1.9748318435100125,3.9031159506595214,1.7472701931299852,3.2607231883127903,1.4496705245202706,0.7279362847547558,0.7764135720700825,4.736520107497087,3.223415800720145,4.145949961856973,2.647348685760416,3.415302082334321,2.0236439609218726,0.9653669150711924,0.9684223646479329,3.902180435682548,1.272823905994136,3.288513684256822,1.1724062263634314,2.6224609323247914,1.017135274750798,0.957491189643073,0.9620373862704604,4.131655321023935,2.556202061528433,3.683762248374761,2.1439613715849157,3.107001025989798,1.705104774121789,0.9635369118032452,0.967085263802554,2.529877512789962,1.394686898434412,2.2626261635579046,1.2610415979636225,1.9823221334686,1.0720534018970425,0.9626773085394108,0.9671892299725532,2.7394475087538783,2.0408188815562425,2.488476318572597,1.838421617830615,2.195390154283485,1.5656440175137247,0.9365339698314044,0.9423923474559244,2.272136077548832,1.9669137707077693,2.068215001291225,1.715887183798131,1.8406916858570423,1.4087516445823187,0.9310652889400892,0.944177142647456,3.3247948759189643,2.569340202336426,3.0322318130799752,2.245349433666592,2.6624283470050063,1.849233115570876,0.9510683322537952,0.9573909726984822,1462,0.3547927894354023,0.3409040469618148,0.4198679837336938,0.2461489888738866
2,66,66,75,PI,True,120,-1,0.0,0.1,0.1,100.0,100.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,2.0,True,0.02,2.0,5.0,2.0,1.9739193864190012,1.708153450584721,1.7930925090849763,1.5002422843740102,1.5754249654871508,1.2232980492763528,2.026167020328102,1.4330122962073892,1.823958472655592,1.250762291271639,1.588610650355168,1.014021251556125,4.149906018462591,1.984472312634861,3.655860478887919,1.754503604107062,3.0781516873102115,1.4547571923419396,0.8074098146009339,0.843673173521847,4.668044774349364,2.5320047325089994,4.095310447770065,2.128718149875428,3.3832726176598285,1.6741615522290223,0.9592237268629312,0.9627668931925518,3.788063438681339,1.2128718024279697,3.198696288905757,1.1125185738686652,2.5556557523988026,0.959817111096582,0.9481814096708544,0.9537116116282665,2.799626453739796,2.438223238160067,2.568850447949919,2.039600099062893,2.2551883944476296,1.6167601442722068,0.9698606172191448,0.972730165569768,2.3920670989316672,1.3534033388159792,2.157249250285322,1.2241865488420818,1.908218320784734,1.041449251289317,0.9630030420005208,0.9674048479933228,2.624105144350317,1.8903290106986648,2.387905494098967,1.7042481981399822,2.109366933575415,1.4531327699407075,0.929665718720043,0.936126525489631,2.268567987853776,1.7343431293610696,2.0631289203783965,1.5236034766241202,1.8363607078433728,1.2617123248327144,0.9201579341004128,0.935062824874462,3.3026465229006083,2.392879768843183,3.024475929334776,2.0967834764325555,2.6615801545925573,1.732479637530668,0.9576899801292864,0.9630269149740004,1603,0.4862366586440387,0.3522026139228248,0.4994461547497643,0.3152535284823825
3,74,74,75,PI,True,120,-1,0.0,0.1,0.1,100.0,100.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,2.0,True,0.025,2.0,5.0,2.0,1.974821364876248,1.712340910092772,1.7903700966173932,1.501077892365028,1.5699527720713784,1.2213398276680911,1.8411925254425725,1.6252598442750736,1.674634501718974,1.4068887569759372,1.475038937070878,1.1289653935787056,4.571942490896048,2.0074994791414995,4.018240790785024,1.771959514781847,3.373392988422168,1.4660764166700209,0.8052057132828371,0.84132861119866,4.776670777238135,2.453409796607062,4.175714784890164,2.0633454415599477,3.4377151923462264,1.6249739783970856,0.96524696023695,0.9682648551279904,3.796717723056336,1.2212374586694792,3.206450507792021,1.121041171948377,2.562110705501431,0.9682141693701156,0.9541321854956728,0.9589905291488744,2.7464232081007967,2.42182613563309,2.5173690629799808,2.029351468976034,2.210251760291378,1.611202338699057,0.9707704802934882,0.9734948533727572,2.453635250476084,1.4289042508151624,2.2105341125790066,1.29070281360463,1.949424331056463,1.0959963251448552,0.9615234242273176,0.9661755912463302,2.798279700369369,2.510676573510769,2.559973692255024,2.230777381626674,2.2751452777090218,1.8659541053302957,0.929030138887618,0.9356667751250548,2.280493690375904,1.759659760600139,2.071830916677554,1.5416266035807786,1.843215869236717,1.272221883208089,0.9176046229564628,0.9328419459135556,3.960992681130362,2.3935888459723,3.5965020468720814,2.1057837009783245,3.1286624308675086,1.74937734928226,0.9173991851117724,0.9283707586641596,2323,0.3852181798995865,0.3201354476570229,0.4361448114932007,0.2848158764439728
4,124,124,75,PI,True,120,-1,0.0,0.1,0.1,100.0,100.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,dime,2.0,True,0.025,2.0,5.0,2.0,1.7886188003941783,1.9454299793472796,1.6228907603789544,1.711363657436769,1.426122395111513,1.3967944358718063,1.8577602701706328,1.6725020955575036,1.687001921698387,1.453744838718706,1.4832910196163491,1.172945635715702,4.584199488368289,1.9328758604226977,3.985029540580635,1.7093096586572716,3.319377170360519,1.4175118749688491,0.7461165450070851,0.7910930547831525,4.705341673647991,3.2565153950939774,4.128851507199046,2.6954556078661702,3.412531000828249,2.078377025763715,0.9666799833754388,0.969629877940968,3.863201215922882,1.288481123664719,3.2542666036932557,1.1857940815828918,2.5933459152010183,1.02799860386415,0.9573843881797576,0.961922983771004,4.117159827570881,2.5691444152111944,3.6810809714575465,2.1761208893571573,3.113370241741587,1.7450952460368474,0.9672739598569052,0.9704231450833788,2.483504999780957,1.4008885322473723,2.224893763367556,1.2704897719039026,1.95450130898788,1.084276847405253,0.9751340500352624,0.9779357680346096,2.4893656462037304,2.2316539996344456,2.2620958767516037,1.9949167352694197,2.001178469538885,1.682392578260717,0.94374671195027,0.9487235309102772,2.2858361472557998,1.9750196793101824,2.0798971708671825,1.7192097234484425,1.8505581634993464,1.4083326867928605,0.9125491979529636,0.9288039983408748,3.899231985675311,2.537251392629009,3.5462067116207283,2.2285188946311467,3.096282851603385,1.847075063857176,0.9263398838785648,0.9358916716408588,683,0.3075989797135449,0.3029352758678987,0.3673292300215244,0.2632281415976042
5,199,199,75,PI,True,120,-1,0.0,0.1,0.1,100.0,100.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,160,0,False,-1,True,quarter1,2.0,True,0.025,2.0,5.0,2.0,1.9336588048614824,1.7087090436728776,1.7564541303308512,1.5007622007178338,1.5439085407183384,1.2244957204496014,1.7194956882288162,1.69139280023884,1.572049968841167,1.458274938162215,1.3905679217378957,1.1599894126290269,4.54898416831684,1.998680979662517,4.000414516280254,1.7649600037058495,3.361161167378729,1.4612366824800649,0.7899459873432367,0.8295950075283186,4.7455787352205085,2.4190773170141973,4.156515503616284,2.04155911565465,3.4286667944644424,1.613920237811315,0.9559628651506428,0.9595792285701288,3.809319229810272,1.2267922185677151,3.213120250239792,1.126270754301672,2.5650850276794257,0.9729140116991593,0.944825320639346,0.950644080984388,2.741188394382049,2.494593913587422,2.513948111451662,2.082508905038544,2.208513725908358,1.6481273311004616,0.9673042691042488,0.9703516706417468,2.446227661240689,1.4155079393422796,2.201962363925395,1.278696745107122,1.9412407897094683,1.085809877277481,0.9598048043123932,0.9646037605734912,2.5558371086959197,2.295778142614365,2.325052233157665,2.0481409336923586,2.0578462396915462,1.72258472903963,0.9321375648324428,0.9383337069209136,2.267610420539868,1.705818618019345,2.060492472084834,1.5041661727576543,1.8329847677652245,1.2504367546686417,0.9117733647371769,0.9287874575426922,3.9677826906703024,2.3253217732205256,3.6072550447483422,2.054038161390848,3.14274894205469,1.7154212706568452,0.909919955957596,0.9219227443340164,1346,0.3458045026163436,0.3212131897771286,0.4279520151081097,0.2734491012826612
6,424,424,75,PI,True,120,-1,0.0,0.1,0.1,100.0,1000.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,1.0,True,0.025,2.0,5.0,2.0,1.79485293899832,1.6104853929480136,1.6359262341174576,1.4146087671825314,1.4471412650733564,1.1548620824521951,1.802515286146093,1.508974341267335,1.625029340959695,1.3132103480614528,1.4229819317308523,1.0604851639072397,4.216429249192508,1.9432357348518887,3.697148960270831,1.7237157427237224,3.103083563493445,1.435455634708516,0.7346075534037839,0.7885842430284741,4.7158713006419655,2.193545431757913,4.129077498807623,1.863441668835751,3.406683591104018,1.4838658395960425,0.95854460593708,0.9603496587801668,3.7491236366966425,1.1758303627295918,3.1795632642723213,1.0769654816293686,2.547859411724612,0.9277563232951456,0.9744929297279252,0.975763368726044,2.867395360104828,2.150738543422086,2.6303735394023144,1.8291267227341463,2.305880093261,1.471684029030241,0.9724161614445384,0.974062725201976,2.418896354842907,1.2971643468843896,2.167611572657904,1.180858784438568,1.9043328792474008,1.0128555500202678,0.9850904879196394,0.985760322260558,2.4645623510908234,1.9086109742739688,2.2496012712417475,1.715521824063598,1.9949565777200875,1.4563100904694255,0.9296763818744564,0.935371583978735,2.244480229681745,1.7084342440052358,2.0393575603302487,1.5015532085194043,1.815428827795169,1.2441798326589049,0.9249492153625832,0.9396292839159156,3.7916646158638976,2.339301456978583,3.4531084276467983,2.062341728700617,3.023601256173595,1.7174358658567166,0.9410467046444984,0.9473938504044938,2638,0.4562839787120956,0.3678355654483597,0.5019935210906155,0.2916498510750625
7,429,429,75,PI,True,120,-1,0.0,0.1,0.1,100.0,1000.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,2.0,True,0.015,1.0,5.0,2.0,1.9867882864918955,1.496818259684067,1.7630773916479756,1.3249531037883746,1.5376505630789703,1.092334954303063,1.7074480260349698,1.4028994179176555,1.5581550550967644,1.228786115965174,1.385622937423528,1.0014661562377485,4.169611864121929,1.9731597513502777,3.6159740536976863,1.7491691965642406,3.0126633848151467,1.4565049620081525,0.6945843907111137,0.7571106400339357,4.772627987970328,2.2524443214661884,4.171194694014043,1.9099079734650128,3.4371962822054325,1.5179316595093129,0.9581288869420606,0.9599264656701432,3.797729455435333,1.2136797587082884,3.2065375781107366,1.1142658832074817,2.563204691806644,0.9622110392066572,0.9509957510632584,0.9550817153702542,2.8761614887545024,2.304147319701592,2.6393435591744137,1.9375715457841256,2.3146136309998053,1.5443278647293892,0.9700690688221096,0.9718703553616564,2.246629726574193,1.26368655598046,2.0553832922666704,1.1451553505689702,1.83357942295076,0.9762370091596874,0.9766167424733248,0.9776809714756144,2.4976992763992723,1.9320546579548885,2.27346391740436,1.7380010995926267,2.010664418382346,1.4772954020501456,0.9395394069092649,0.9440322209847222,2.225360348347991,1.7037830067854174,2.029558074156083,1.4953581835794467,1.8100536096527349,1.2377541572296618,0.91813888804165,0.9342031641488716,3.8453864620149214,2.3550137449132538,3.488205159834423,2.070645544100199,3.0423767190211257,1.7187129105306975,0.9372468693373556,0.9441465644526144,1135,0.4752445555897467,0.2782655786861777,0.5641412168536161,0.2873674673601918
8,441,441,75,PI,True,120,-1,0.0,0.1,0.1,100.0,1000.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,2.0,True,0.02,2.0,5.0,2.0,1.7358693514641044,1.7083883476336692,1.594472597666821,1.5067485446226332,1.4176764468848444,1.2362019244074915,1.747742631548988,1.5778843257779476,1.5805093314979812,1.3695975976759929,1.391848472647528,1.102322002575319,4.073747341781593,1.9887030265453327,3.5965136097510864,1.761572074635636,3.032114009127796,1.4633403040513506,0.8271310661318443,0.861030404140766,4.761805819093915,2.4582144606400296,4.183558597031345,2.0682617523264395,3.460191245827112,1.628331488001692,0.9576578497068928,0.9596267544800116,3.7487169394938062,1.1966011335473934,3.179854438892012,1.0975701815773058,2.547818128908899,0.9471092930434356,0.971084824103627,0.9728947567196804,2.854497786019591,2.299244483231695,2.618940862331478,1.9406812868707468,2.297095287238119,1.5501783702240195,0.9732865987799402,0.9749285039793038,2.305245363826554,1.3116290338294754,2.090893146309114,1.1872326107083222,1.8544167362561,1.0107032748559055,0.9748831067228084,0.9766482049822248,2.87597057721083,2.1883351636921256,2.634735878209121,1.9522720002987684,2.341745819586397,1.6406414629146455,0.9355319677491826,0.9407563148541254,2.240228137030022,1.801499845347189,2.045037024512645,1.5739164139465658,1.8241581987746749,1.2950751619360843,0.9217879246243368,0.9371263142739072,3.892314293288132,2.420687814545231,3.534481320092686,2.1230517864123906,3.077233273640592,1.7564172173327324,0.9418833429473596,0.9480322438854016,982,0.4195577016495249,0.3730184373719225,0.4977248021718935,0.2965734963002488
9,449,449,75,PI,True,120,-1,0.0,0.1,0.1,100.0,1000.0,-1,-1,-1,1.0,com1,0.0,tophat,70,gaussian,140,0,False,-1,True,quarter1,2.0,True,0.025,2.0,5.0,2.0,1.8284699187305544,1.766159964055748,1.6572319247300558,1.545881019223662,1.463047298626632,1.2545764350715527,1.7435758402531314,1.577877843385182,1.5769267398563709,1.3733828842874298,1.3884477931199433,1.1093831996200954,4.529627215798971,2.027328034896435,3.9837876819397104,1.7956217368885363,3.3450699874348366,1.4922175265629678,0.6934825659643675,0.755948475146766,4.836942898065607,2.537913264695632,4.230522670146166,2.125818861972212,3.483374542666566,1.6665288759732229,0.9715975841718808,0.97253079637028,3.7618441112463015,1.2049240847785103,3.1894643157074856,1.1064356091992156,2.55381982775074,0.9559141779272798,0.9756811117160092,0.9769367540289108,2.905287220838652,2.496243844905055,2.664618813830146,2.094443748744213,2.3353062292770783,1.6638488264343132,0.9711921024901704,0.9729367629514996,2.396751717292296,1.3854250706649356,2.157132544821424,1.2493542865891858,1.9005928476668104,1.0581592890879956,0.9845666655218004,0.985343070450591,2.871279586728322,2.1116688815660885,2.629147725607703,1.888510043344371,2.3352606310901,1.5927835322757466,0.9305553981397156,0.9362250697652073,2.3003993286864324,1.8042910836013408,2.0872971917383607,1.5777272920721843,1.8537023254821283,1.2992076994549169,0.929194485740955,0.9430419151503234,3.960445473435942,2.32473824716234,3.595260355346938,2.052558849908624,3.1260787722846195,1.7126223643471077,0.9393521693357596,0.9461537322721272,1307,0.3499937053388425,0.3527146707957418,0.4738669534232716,0.2896308921784106
