,syserr,ref_type,ref_scale,deblurr,psd_noise,psd_a,psd_u0,psd_b,psd_c,fwhm,amp,simple,tv,tv2
828,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
829,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
830,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,0.01,0.1
831,0.02,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
832,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.1,0.1,0.1
833,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.1
834,0.0,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,0.1,0.0
835,0.05,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
836,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,0.1,0.01
837,0.02,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
838,0.02,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.01,0.0
839,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,0.1
840,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.0,0.1,0.0
841,0.05,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.01
842,0.05,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
843,0.0,dime,1.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.1,0.01
844,0.05,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.0,0.1
845,0.02,dime,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
846,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.0,0.1
847,0.0,dime,1.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.1,0.0,0.1
848,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.1
849,0.02,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.01,0.1
850,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
851,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.1,0.1
852,0.02,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.1,0.1,0.01
853,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.01,0.01
854,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.01,0.01
855,0.02,dime,1.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,0.1,0.0
856,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
857,0.05,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.01,0.01
858,0.05,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
859,0.05,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.01,0.1,0.01
860,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.01,1.0,0.0
861,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
862,0.05,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.01,0.0
863,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,0.1
864,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,0.0
865,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.0,0.1
866,0.02,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.1,0.01
867,0.0,dime,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.0,0.1
868,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,70,1.0,0.01,0.01,0.0
869,0.05,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.01,0.01
870,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,1.0,0.01
871,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.1,0.1,0.1
872,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
873,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.01,0.1,0.0
874,0.02,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
875,0.0,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.1,0.0,0.01
876,0.05,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,0.1,0.0
877,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
878,0.05,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
879,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
880,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.01,0.01
881,0.02,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.01,0.1,0.0
882,0.0,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.0,1.0,0.01
883,0.0,dime,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.0,0.01
884,0.02,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.01
885,0.02,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
886,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,70,1.0,0.1,0.01,0.1
887,0.02,dime,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.01
888,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.1,0.0
889,0.02,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.01,0.01
890,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
891,0.05,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.01,0.0
892,0.02,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
893,0.02,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.1,0.01
894,0.02,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
895,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,0.1,0.01
896,0.02,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
897,0.0,dime,1.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.0,0.1,0.01
898,0.02,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.1,0.01
899,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
900,0.05,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.01,0.1
901,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.01
902,0.02,dime,2.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.01,0.1
903,0.02,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
904,0.0,dime,1.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.01,0.1,0.01
905,0.0,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.1,1.0,0.01
906,0.0,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
907,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.01,0.01
908,0.05,dime,1.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.1,0.01,0.01
909,0.0,dime,2.0,True,True,0.02,2.0,2.0,2.0,70,1.0,0.01,0.1,0.01
910,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.0
911,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
912,0.02,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.0
913,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.01
914,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,1.0
915,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.0,0.1
916,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.1,0.01
917,0.02,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.1,0.01
918,0.02,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
919,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.01,1.0,0.1
920,0.02,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
921,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.01,0.1
922,0.05,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,0.1,0.1
923,0.02,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
924,0.05,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
925,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.1,0.1
926,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
927,0.02,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.0,0.1
928,0.02,dime,2.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.01,0.1,0.01
929,0.02,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
930,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,0.0
931,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,1.0,1.0
932,0.02,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
933,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,70,1.0,0.01,0.1,0.0
934,0.0,dime,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.01,0.1,0.0
935,0.02,quarter1,2.0,True,True,0.025,2.0,1.0,2.0,90,1.0,0.01,0.1,0.0
936,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.1,0.1,0.01
937,0.02,dime,2.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.01,0.1,0.01
938,0.05,dime,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,0.1,0.0
939,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,0.1,0.1
940,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.01
941,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.0,0.1
942,0.05,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.1,0.01
943,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.01,0.0
944,0.02,dime,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.01,0.1
945,0.05,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.01,0.1,0.0
946,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.0,0.1
947,0.0,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,0.0
948,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,0.1,0.0
949,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
950,0.05,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.01,0.1,0.0
951,0.02,dime,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,0.1,0.1
952,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,1.0,0.1
953,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.0,0.01
954,0.05,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.0
955,0.05,dime,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
956,0.02,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.01,0.1,0.1
957,0.02,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.0,0.1,0.0
958,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.01,0.1,0.01
959,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,70,1.0,0.01,0.1,0.0
960,0.02,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.01,0.0
961,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.0,0.0
962,0.05,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
963,0.05,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.0,0.1,0.0
964,0.02,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.01,0.0
965,0.05,dime,2.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
966,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
967,0.05,dime,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
968,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
969,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.01,1.0,0.0
970,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
971,0.02,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.0
972,0.02,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.1,0.1,0.01
973,0.02,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.0,0.1
974,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.1,0.0,0.1
975,0.05,dime,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.01,0.1,0.01
976,0.0,dime,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.01,0.1
977,0.02,dime,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
978,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.1,0.01,0.0
979,0.05,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.1,0.0
980,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.1,0.01
981,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.1,0.1,0.01
982,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.0,0.01
983,0.0,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.1,0.01
984,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.1,0.0
985,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
986,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.0
987,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.0,0.1
988,0.02,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.1
989,0.05,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
990,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.01
991,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.0
992,0.02,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.0,0.01
993,0.05,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
994,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.1,0.1
995,0.0,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
996,0.05,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.01,0.1,0.01
997,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,0.1,0.1
998,0.02,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
999,0.02,dime,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
1000,0.02,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.01,0.1,0.01
1001,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.1,0.01
1002,0.0,dime,2.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.01,0.01
1003,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
1004,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
1005,0.05,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,70,1.0,0.01,0.1,0.0
1006,0.05,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
1007,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,0.1,0.1
1008,0.05,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.1,0.1
1009,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.01
1010,0.02,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
1011,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.0,0.1
1012,0.05,dime,2.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.01,0.1,0.0
1013,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,0.1,0.1
1014,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.1,0.1
1015,0.02,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.1
1016,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
1017,0.02,quarter1,1.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.1,0.01,0.0
1018,0.05,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.0
1019,0.05,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.01
1020,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.0,0.1
1021,0.02,quarter1,2.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.01,0.1,0.0
1022,0.05,dime,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.1,0.0
1023,0.02,dime,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
1024,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.01,1.0,0.1
1025,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
1026,0.05,dime,2.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.01,0.1
1027,0.05,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.01,0.1
1028,0.0,dime,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.01,0.1,0.01
1029,0.05,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.0,0.1,0.0
1030,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.1
1031,0.02,dime,2.0,True,True,0.015,2.0,1.0,2.0,90,0.1,0.1,0.01,0.0
1032,0.0,dime,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
1033,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.0,0.1
1034,0.05,quarter1,2.0,True,True,0.025,2.0,1.0,2.0,90,1.0,0.01,0.1,0.0
1035,0.05,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
1036,0.02,dime,1.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,0.1,0.1
1037,0.05,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.0
1038,0.02,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.1,0.01
1039,0.05,dime,1.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,0.1,0.0
1040,0.05,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.01,0.01
1041,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
1042,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
1043,0.02,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,0.1
1044,0.02,dime,1.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,0.1,0.01
1045,0.02,dime,1.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,1.0,0.0
1046,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,1.0,0.1,0.01
1047,0.0,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.01,1.0,0.0
1048,0.02,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.1,0.0
1049,0.02,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.01,0.01
1050,0.05,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
1051,0.0,dime,2.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.01,0.01
1052,0.02,dime,1.0,True,True,0.025,2.0,3.0,2.0,70,1.0,0.01,0.1,0.01
1053,0.02,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
1054,0.0,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.0,0.1
1055,0.0,dime,2.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.1,0.0
1056,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.01
1057,0.0,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,1.0,0.01,0.1,0.1
1058,0.05,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
1059,0.05,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.0,0.01
1060,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.01,0.1
1061,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
1062,0.05,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.01,0.1,0.0
1063,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.01,1.0,0.01
1064,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
1065,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
1066,0.0,dime,1.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.1,0.0
1067,0.02,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
1068,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.01,1.0,0.01
1069,0.02,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,0.1,0.1
1070,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
1071,0.02,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.01,0.1,0.0
1072,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,0.01
1073,0.05,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.1,0.1
1074,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.1
1075,0.02,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
1076,0.05,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.0,0.1,0.0
1077,0.02,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,0.01,0.1
1078,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.1,0.0
1079,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.1,0.01,0.01
1080,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
1081,0.02,dime,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.01
1082,0.02,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
1083,0.05,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.1,0.1
1084,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.0,0.01
1085,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.01,0.1,0.1
1086,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
1087,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
1088,0.02,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.01,0.1,0.01
1089,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.01,0.1,0.0
1090,0.05,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.01
1091,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.01
1092,0.0,dime,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.0,0.1
1093,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
