,syserr,ref_type,ref_scale,deblurr,psd_noise,psd_a,psd_u0,psd_b,psd_c,fwhm,amp,simple,tv,tv2
82,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.01,0.01
83,0.0,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.1,1.0,0.1
84,0.05,dime,1.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.0,0.1
85,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,1.0
86,0.0,dime,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.01,0.1,0.0
87,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
88,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.0
89,0.02,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,1.0,0.01
90,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,1.0,0.1
91,0.02,dime,2.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,0.01,0.01
92,0.0,dime,2.0,True,True,0.025,2.0,3.0,2.0,70,1.0,0.1,1.0,0.01
93,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,1.0,0.0
94,0.05,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.01,0.1,0.0
95,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,0.1,0.1,0.1,0.01
96,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,0.1,0.1,0.0,0.1
97,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.0,1.0,0.1
98,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.1,0.1,0.01
99,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.1,1.0,0.0
100,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,1.0,0.1
101,0.05,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
102,0.05,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,1.0,0.0
103,0.05,dime,1.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.01,0.1,0.01
104,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.1
105,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,70,0.1,0.1,0.01,0.0
106,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,1.0,0.01,1.0
107,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,0.0,0.1,0.01,0.0
108,0.05,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.01,1.0,0.01
109,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,0.1,0.01
110,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,70,0.1,0.1,0.01,0.01
111,0.0,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.1,1.0,0.0
112,0.0,dime,1.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,1.0,0.0
113,0.05,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.01
114,0.02,dime,2.0,True,True,0.025,2.0,1.0,2.0,70,0.0,0.1,0.01,0.0
115,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.0
116,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
117,0.05,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,0.1,0.1
118,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.01
119,0.02,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,70,0.1,0.1,0.0,0.1
120,0.0,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,70,0.1,0.0,0.1,0.01
121,0.0,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,0.0
122,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.01,1.0,1.0
123,0.05,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,1.0,1.0,1.0
124,0.02,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.01,1.0,0.1
125,0.0,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,0.1,0.1,0.0,0.01
126,0.02,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,1.0,0.01
127,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,0.01,1.0
128,0.02,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.0
129,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.0,1.0,0.01
130,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.0,1.0,0.01
131,0.02,dime,1.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.0,0.01
132,0.05,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
133,0.0,dime,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.0,1.0,0.0
134,0.0,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,1.0,0.1
135,0.02,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,70,1.0,0.1,1.0,0.0
136,0.02,quarter1,1.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.1,0.1,0.1
137,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,0.0,0.01
138,0.05,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.0,1.0,0.01
139,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.1,0.1,0.1
140,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.0,1.0,0.1
141,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,0.1
142,0.0,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.01
143,0.02,dime,1.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.1,0.01
144,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.0
145,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
146,0.0,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
147,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
148,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,70,0.1,0.0,0.1,0.0
149,0.02,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.01,1.0
150,0.02,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,0.0,0.1,0.0,0.01
151,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.01
152,0.05,dime,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.0,1.0,0.01
153,0.0,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
154,0.0,quarter1,2.0,True,True,0.025,2.0,1.0,2.0,70,0.0,0.1,0.01,0.0
155,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,0.1,1.0,1.0,0.0
156,0.0,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,90,0.1,0.01,0.1,0.01
157,0.02,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.1,1.0,0.1
158,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.0,1.0,0.1
159,0.02,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,1.0,0.0
160,0.02,dime,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,1.0,0.01
161,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,0.1,0.0
162,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.0,1.0,0.0
163,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.01,1.0,0.1
164,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
165,0.0,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.0,1.0,0.0
166,0.02,dime,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.1
167,0.05,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,0.1,0.01,0.1,0.0
168,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,0.1,0.1,0.0,0.01
169,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,0.1,0.1,0.1,0.0
170,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.01,1.0
171,0.02,dime,1.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.01,1.0,0.1
172,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.1,0.0,0.01
173,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.0,1.0,0.1
174,0.0,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,0.01
175,0.05,quarter1,1.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.01,0.1,0.01
176,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.1,0.0
177,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,80,0.1,0.0,0.1,0.01
178,0.02,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.01
179,0.05,dime,2.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.01,1.0,0.01
180,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.1,0.01
181,0.02,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,1.0,0.1
182,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.01,0.1
183,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.0
184,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.0,1.0,0.01
185,0.0,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,1.0,0.0
186,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,1.0,0.1
187,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.0,0.01
188,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,0.1,0.1,0.01,0.1
189,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.1,0.01
190,0.0,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,0.1,1.0
191,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.0,1.0,0.1
192,0.0,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,0.01,1.0
193,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.1,0.0
194,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.1,0.01
195,0.02,dime,2.0,True,True,0.02,2.0,3.0,2.0,70,0.1,0.01,0.1,0.01
196,0.02,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,70,0.1,0.01,0.1,0.0
197,0.0,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.01
198,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.01,0.1,0.01
199,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.0
200,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,1.0,0.0,1.0
201,0.02,dime,2.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.0,0.0
202,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,0.0,0.1,0.0,0.01
203,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.01,0.0
204,0.0,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.1,1.0,0.01
205,0.0,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.0,1.0,0.0
206,0.05,dime,2.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.0,0.1,0.0
207,0.02,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,70,1.0,0.1,1.0,0.01
208,0.05,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.0,0.1
209,0.05,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,1.0,1.0,1.0
210,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,0.1,0.01,0.1,0.01
211,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.0,1.0,0.1
212,0.02,dime,2.0,True,True,0.02,2.0,1.0,2.0,70,0.1,0.01,0.1,0.1
213,0.05,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,1.0,0.01,1.0
214,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,0.1
215,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,0.0,1.0
216,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,0.0
217,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.01,0.1,0.0
218,0.02,dime,2.0,True,True,0.025,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
219,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,0.1,0.01,0.1,0.01
220,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,1.0
221,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,70,0.1,0.1,0.0,0.0
222,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.01,0.1
223,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,1.0,0.1
224,0.05,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,1.0,0.0,0.01
225,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.01,1.0,0.0
226,0.02,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,0.1,0.01,0.1,0.01
227,0.05,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,1.0,0.01
228,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.01,0.01
229,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,1.0,0.01
230,0.0,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,1.0,0.0
231,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,70,0.1,0.01,0.1,0.1
232,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,1.0,0.01
233,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.01,1.0,0.01
234,0.05,dime,2.0,True,True,0.025,2.0,1.0,2.0,70,0.0,0.1,0.0,0.01
235,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.0,0.01
236,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,70,0.0,0.1,0.01,0.01
237,0.05,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.01,0.1,0.01
238,0.0,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,1.0
239,0.05,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.0,1.0,0.0
240,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.01,1.0,0.1
241,0.05,dime,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.1,1.0
242,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.0,1.0,1.0
243,0.02,dime,2.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.1,1.0
244,0.02,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,1.0,0.0,0.1
245,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
246,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.0,1.0,0.01
247,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.1,1.0,1.0
248,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.1
249,0.05,quarter1,1.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.0,0.01
250,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,1.0,1.0,0.01
251,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
252,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,1.0,0.1,0.01
253,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,0.1,0.1,0.1,0.1
254,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,1.0,0.0,1.0
255,0.05,dime,1.0,True,True,0.02,2.0,3.0,2.0,80,0.1,0.0,0.1,0.01
256,0.02,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.1,1.0,0.01
257,0.05,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.1,1.0,0.1
258,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,1.0,0.1
259,0.05,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,1.0,0.01
260,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.01,0.1
261,0.0,quarter1,2.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.01,0.01
262,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.0,1.0,0.0
263,0.02,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,1.0,0.1,0.01,0.0
264,0.05,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.1,0.01,0.01
265,0.02,dime,1.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.01,1.0,0.0
266,0.02,dime,2.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.01,0.1,0.01
267,0.02,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.1
