,syserr,ref_type,ref_scale,deblurr,psd_noise,psd_a,psd_u0,psd_b,psd_c,fwhm,amp,simple,tv,tv2
1622,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,0.1,0.01,0.1,0.0
1623,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.01,0.0
1624,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.1,0.0,0.0
1625,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,0.01,0.0
1626,0.02,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,70,0.1,0.1,0.1,0.01
1627,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.1,0.0
1628,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,1.0,1.0,0.01
1629,0.05,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.01,1.0,0.01
1630,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,0.0
1631,0.02,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
1632,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.1,1.0
1633,0.02,dime,2.0,True,True,0.02,2.0,2.0,2.0,70,0.1,0.1,0.0,0.01
1634,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.01
1635,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.0,1.0,0.01
1636,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,1.0,0.0,0.1
1637,0.05,dime,2.0,True,True,0.025,2.0,3.0,2.0,70,1.0,0.01,0.1,0.01
1638,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,1.0,1.0
1639,0.02,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,70,0.1,0.1,0.01,0.01
1640,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.01,0.0
1641,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.0,1.0,0.01
1642,0.05,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,0.0,1.0
1643,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,70,0.1,0.1,0.1,0.1
1644,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.0
1645,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,1.0,0.0
1646,0.0,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.0,1.0,0.01
1647,0.05,quarter1,2.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.0
1648,0.05,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.01
1649,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.1,0.1,0.01
1650,0.05,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.01,0.0
1651,0.05,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.01,0.1,0.01
1652,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,1.0
1653,0.02,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,1.0,0.01
1654,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.0,1.0,0.0
1655,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,70,0.1,0.01,0.1,0.0
1656,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,1.0,0.01
1657,0.05,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.01,1.0,0.1
1658,0.0,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,0.01
1659,0.0,dime,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,1.0,0.0
1660,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.0
1661,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.1,1.0
1662,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.0,1.0
1663,0.05,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,0.1,0.1,0.01,0.1
1664,0.0,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.1
1665,0.05,dime,2.0,True,True,0.02,2.0,3.0,2.0,80,0.1,0.01,0.1,0.1
1666,0.02,dime,2.0,True,True,0.02,2.0,1.0,2.0,70,0.1,0.01,0.1,0.01
1667,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,70,0.1,0.1,0.1,0.0
1668,0.02,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,1.0,0.01
1669,0.05,dime,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.1,0.0
1670,0.0,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.1,0.1
1671,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,1.0
1672,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
1673,0.02,dime,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.1,1.0
1674,0.05,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,0.1,0.0
1675,0.05,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,1.0,0.1
1676,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.0,0.01
1677,0.02,dime,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.0,1.0,0.01
1678,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,0.1,0.1,0.01,0.1
1679,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,1.0,0.1
1680,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.01,0.0
1681,0.02,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.01,1.0,0.1
1682,0.05,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.0,1.0,0.0
1683,0.05,dime,2.0,True,True,0.025,2.0,2.0,2.0,70,1.0,0.01,0.1,0.1
1684,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,1.0,0.01
1685,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.1,0.01
1686,0.02,quarter1,2.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.0,0.01
1687,0.05,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.1,0.01
1688,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,0.1,0.1
1689,0.0,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,1.0,0.1
1690,0.05,dime,2.0,True,True,0.02,2.0,2.0,2.0,70,1.0,0.1,0.01,0.0
1691,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.01,0.01
1692,0.05,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,1.0,0.0
1693,0.05,dime,2.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,0.01,0.0
1694,0.0,dime,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
1695,0.05,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,1.0,1.0,0.0
1696,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,70,0.1,0.1,0.0,0.01
1697,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,0.1,0.0
1698,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,0.1,0.0,0.1,0.01
1699,0.05,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.1
1700,0.05,dime,2.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.0,1.0,0.1
1701,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,80,0.1,0.1,0.1,0.0
1702,0.02,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
1703,0.02,dime,1.0,True,True,0.025,2.0,2.0,2.0,70,1.0,0.01,0.1,0.1
1704,0.02,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,1.0,0.1,0.01
1705,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,1.0,0.1
1706,0.0,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.0,1.0,0.1
1707,0.02,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.1,0.0
1708,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.0,1.0,0.0
1709,0.02,quarter1,1.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.1,0.01
1710,0.02,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,0.1,0.1,0.0,0.0
1711,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,0.1,0.1,0.01,0.1
1712,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,0.01,0.01
1713,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,0.0,1.0
1714,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,0.0
1715,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,80,1.0,0.1,1.0,0.0
1716,0.02,quarter1,2.0,True,True,0.025,2.0,3.0,2.0,70,0.1,0.1,0.0,0.0
1717,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
1718,0.02,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.0,1.0,1.0
1719,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,1.0,0.0
1720,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,70,1.0,0.01,1.0,0.0
1721,0.02,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,70,0.1,0.1,0.01,0.0
1722,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,1.0
1723,0.05,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,0.1,0.01,0.1,0.1
1724,0.02,dime,1.0,True,True,0.015,2.0,2.0,2.0,70,0.1,0.1,0.0,0.0
1725,0.05,dime,2.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,0.1,0.01
1726,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,70,1.0,0.1,1.0,0.1
1727,0.02,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.01
1728,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.01,0.1,0.01
1729,0.05,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.1,0.1
1730,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,0.1,0.1,0.0,0.01
1731,0.02,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.0,1.0,0.0
1732,0.0,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.01,1.0,0.0
1733,0.02,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,70,1.0,0.1,0.0,0.0
1734,0.0,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,0.1,0.01,0.1,0.1
1735,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.0,1.0,0.1
1736,0.05,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,90,0.1,0.1,0.1,0.0
1737,0.0,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.0,1.0,0.0
1738,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,1.0,0.1,0.1
1739,0.0,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.1,0.0
1740,0.05,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.0,1.0,0.1
1741,0.02,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.1,1.0,1.0
1742,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,1.0,1.0,0.0
1743,0.0,dime,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,1.0,0.01
1744,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.1,0.0
1745,0.02,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
1746,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.0,1.0
1747,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,0.1
1748,0.05,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,0.1,0.1,0.0,0.01
1749,0.05,dime,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.1,0.01,0.0
1750,0.02,dime,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,1.0,0.01
1751,0.05,dime,1.0,True,True,0.025,2.0,3.0,2.0,80,1.0,0.1,0.1,0.0
1752,0.05,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,0.1,0.1,0.1,0.0
1753,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.01
1754,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.1,1.0,0.01
1755,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.01,0.1,0.01
1756,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,70,1.0,0.01,0.1,0.0
1757,0.05,dime,2.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.1,0.0
1758,0.0,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,1.0,1.0
1759,0.05,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,0.1,1.0,0.1
1760,0.05,dime,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,1.0,0.01
1761,0.0,dime,1.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.01,0.1,0.1
1762,0.0,dime,2.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,1.0,0.01
1763,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.01,0.1,0.0
1764,0.05,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,0.1,1.0
1765,0.0,dime,2.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,0.1,0.0
1766,0.0,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,70,0.1,0.01,0.01,0.0
1767,0.0,dime,1.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,1.0,0.1
1768,0.05,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,1.0,0.1,0.01
1769,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.1,1.0,0.1
1770,0.0,dime,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,0.01,0.01
1771,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.01,1.0,0.01
1772,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,0.1,0.01
1773,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.01,0.01
1774,0.05,dime,2.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.1,0.1,0.1
1775,0.05,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,1.0,1.0,0.01
1776,0.02,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,80,1.0,0.1,1.0,1.0
1777,0.05,quarter1,2.0,True,True,0.02,2.0,3.0,2.0,70,0.1,0.1,0.1,0.01
1778,0.02,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,80,1.0,0.01,1.0,0.01
1779,0.02,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,0.1,1.0
1780,0.02,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,0.1,0.1
1781,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,0.1,0.1,0.0,0.0
1782,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,70,0.1,0.1,0.1,0.1
1783,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.1,1.0,0.0
1784,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.01,0.1,0.0
1785,0.02,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,1.0,0.01
1786,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,70,0.1,0.01,0.1,0.1
1787,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.1,0.1,0.1
1788,0.02,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,90,1.0,0.1,0.01,0.1
1789,0.02,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.01,0.01
1790,0.02,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
1791,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,70,1.0,0.1,1.0,0.0
1792,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.01,1.0,0.1
1793,0.0,dime,2.0,True,True,0.025,2.0,1.0,2.0,70,0.1,0.1,0.1,0.01
1794,0.05,dime,2.0,True,True,0.02,2.0,2.0,2.0,70,0.1,0.1,0.1,0.1
1795,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.1,0.0
1796,0.0,dime,2.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.1,1.0
1797,0.02,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,70,1.0,0.1,1.0,0.01
1798,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.01,0.1,0.0
1799,0.0,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.0,1.0,0.01
1800,0.02,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,1.0,0.1,0.0
1801,0.05,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,1.0,1.0,1.0
1802,0.02,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,80,0.1,0.01,0.1,0.0
1803,0.0,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,1.0,0.01,1.0
1804,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,0.1,0.0,0.1
1805,0.05,quarter1,2.0,True,True,0.02,2.0,2.0,2.0,90,1.0,0.1,0.0,0.01
1806,0.02,dime,2.0,True,True,0.025,2.0,1.0,2.0,70,1.0,0.01,0.1,0.01
1807,0.05,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,1.0,0.1,0.1
1808,0.02,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.01,0.1,0.01
1809,0.02,quarter1,2.0,True,True,0.02,2.0,1.0,2.0,70,0.1,0.01,0.1,0.0
1810,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.1,1.0,0.0
1811,0.05,dime,2.0,True,True,0.025,2.0,1.0,2.0,80,1.0,0.1,0.1,0.1
1812,0.05,quarter1,2.0,True,True,0.02,2.0,5.0,2.0,90,1.0,1.0,0.1,1.0
1813,0.0,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,1.0,0.1,1.0,0.0
1814,0.05,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,1.0,0.0
1815,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.0
1816,0.02,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,0.01,0.01
1817,0.05,dime,1.0,True,True,0.02,2.0,1.0,2.0,80,1.0,0.1,0.1,0.1
1818,0.02,dime,1.0,True,True,0.015,2.0,3.0,2.0,80,1.0,1.0,1.0,0.01
1819,0.02,dime,2.0,True,True,0.015,2.0,5.0,2.0,80,0.1,0.01,0.1,0.0
1820,0.05,quarter1,2.0,True,True,0.015,2.0,3.0,2.0,70,1.0,0.01,1.0,0.01
1821,0.02,dime,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.01,1.0,0.01
1822,0.05,dime,1.0,True,True,0.02,2.0,5.0,2.0,90,1.0,0.1,1.0,0.01
1823,0.02,quarter1,1.0,True,True,0.02,2.0,1.0,2.0,70,0.1,0.01,0.1,0.1
1824,0.02,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.01,1.0,0.1
1825,0.05,dime,1.0,True,True,0.015,2.0,2.0,2.0,90,1.0,1.0,0.0,0.1
1826,0.02,quarter1,1.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
1827,0.0,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,1.0,0.0
1828,0.0,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,0.1,0.01,0.1,0.01
1829,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,0.1,0.01,0.1,0.01
1830,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,0.1,0.01,0.1,0.0
1831,0.02,dime,2.0,True,True,0.025,2.0,3.0,2.0,90,1.0,0.1,0.01,0.01
1832,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.01,1.0,0.0
1833,0.05,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,90,1.0,0.01,0.1,0.1
1834,0.02,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,0.1,1.0,0.1,0.1
1835,0.0,quarter1,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,1.0,0.01
1836,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,0.1,0.0
1837,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.1,1.0,0.0
1838,0.0,quarter1,1.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,0.1
1839,0.05,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,1.0,0.1,1.0,0.01
1840,0.02,quarter1,2.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.1,1.0,1.0
1841,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,1.0
1842,0.05,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,70,0.1,0.1,0.0,0.0
1843,0.05,dime,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.1,0.1,0.1
1844,0.02,quarter1,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.1
1845,0.0,dime,2.0,True,True,0.02,2.0,2.0,2.0,70,1.0,0.1,1.0,0.0
1846,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,1.0,1.0,0.0
1847,0.0,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,0.1,1.0,0.01,1.0
1848,0.0,dime,1.0,True,True,0.025,2.0,5.0,2.0,80,1.0,0.1,0.1,0.01
1849,0.02,dime,1.0,True,True,0.025,2.0,1.0,2.0,70,1.0,0.1,0.0,0.01
1850,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.01,0.1
1851,0.05,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,90,1.0,1.0,0.1,0.1
1852,0.05,quarter1,1.0,True,True,0.02,2.0,2.0,2.0,70,1.0,0.01,0.1,0.01
1853,0.05,dime,2.0,True,True,0.015,2.0,1.0,2.0,80,1.0,1.0,1.0,0.01
1854,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,70,1.0,0.0,0.1,0.0
1855,0.02,dime,2.0,True,True,0.015,2.0,2.0,2.0,80,0.1,0.01,0.1,0.1
1856,0.02,dime,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,1.0,0.1,0.1
1857,0.02,quarter1,1.0,True,True,0.015,2.0,2.0,2.0,70,1.0,0.01,1.0,0.1
1858,0.0,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.1
1859,0.05,dime,2.0,True,False,1.0,1.0,1.0,1.0,80,1.0,0.1,0.1,0.0
1860,0.05,dime,1.0,True,False,1.0,1.0,1.0,1.0,90,1.0,0.01,1.0,0.1
1861,0.02,dime,1.0,True,False,1.0,1.0,1.0,1.0,80,0.1,0.1,0.1,0.01
1862,0.02,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.1,1.0,0.1
1863,0.02,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,90,0.1,0.01,0.1,0.0
1864,0.0,quarter1,2.0,True,True,0.015,2.0,5.0,2.0,90,0.1,0.01,0.1,0.1
1865,0.05,dime,2.0,True,True,0.015,2.0,3.0,2.0,80,1.0,0.1,1.0,0.1
1866,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,80,0.1,0.1,0.01,0.1
1867,0.02,dime,2.0,True,True,0.015,2.0,5.0,2.0,70,1.0,0.1,1.0,0.1
1868,0.05,quarter1,1.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.1,0.1,0.0
1869,0.05,quarter1,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,0.1,1.0,0.01
1870,0.05,dime,1.0,True,True,0.015,2.0,2.0,2.0,80,1.0,0.1,1.0,1.0
1871,0.05,quarter1,1.0,True,True,0.02,2.0,3.0,2.0,90,1.0,0.1,0.01,0.0
1872,0.02,dime,2.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.01,1.0,0.01
1873,0.0,dime,2.0,True,True,0.02,2.0,1.0,2.0,90,1.0,1.0,0.01,1.0
1874,0.0,quarter1,1.0,True,True,0.015,2.0,3.0,2.0,90,1.0,1.0,1.0,0.0
1875,0.05,dime,2.0,True,True,0.015,2.0,1.0,2.0,70,0.1,0.1,0.0,0.0
1876,0.05,dime,1.0,True,True,0.015,2.0,5.0,2.0,80,1.0,1.0,1.0,0.01
1877,0.02,dime,1.0,True,True,0.025,2.0,1.0,2.0,80,0.1,0.1,0.1,0.1
1878,0.05,quarter1,2.0,True,False,1.0,1.0,1.0,1.0,70,1.0,0.0,1.0,0.01
1879,0.02,dime,2.0,True,True,0.015,2.0,3.0,2.0,90,1.0,1.0,0.1,0.01
1880,0.0,quarter1,1.0,True,True,0.02,2.0,5.0,2.0,80,1.0,0.1,1.0,0.0
1881,0.02,dime,2.0,True,True,0.015,2.0,1.0,2.0,70,1.0,0.1,1.0,0.0
1882,0.05,quarter1,2.0,True,True,0.025,2.0,2.0,2.0,80,1.0,0.01,0.1,0.0
1883,0.0,dime,1.0,True,True,0.015,2.0,1.0,2.0,90,1.0,0.1,0.1,0.0
1884,0.05,quarter1,2.0,True,True,0.025,2.0,5.0,2.0,90,1.0,1.0,0.1,0.0
